tweet_id,tweet_url,tweet_text,stance,persuasiveness,split,label
1.1406462795817083e+18,https://t.co/3UIxZgaDtd,Paula Peyton: I was #ConceivedInRape. So was my 20-month-old son. We were both born innocent and never deserved to be killed for the crimes committed by our biological fathers. You can’t be #ProLife and support the killing of babies too.  Pro-Life with exceptions is an oxymoron. https://t.co/3UIxZgaDtd,oppose,no,train,0
1.1062569016569815e+18,https://t.co/0J3ZqPkGA6,"#mepolitics #maine #mepress #radiofreemaine #conservative #america  #freedom #liberty #prolife Over 500,000 human babies are shredded in the U.S. every year... by Surgical - Yes - SURGICAL Abortion... It's murdering a baby... &amp; What do you think this is doing to woman's souls?... https://t.co/0J3ZqPkGA6",oppose,yes,train,0
1.1091676550161203e+18,https://t.co/9uTLmofBcB,"South Dakota just signed 5 pro-life bills into law! These ensure informed consent, the opportunity to view an ultrasound and hear the baby's heartbeat, and criminal penalties for forcing a woman to have an abortion.
Our Government rejected similar amendments to 2018 Abortion Act. https://t.co/9uTLmofBcB",oppose,no,train,0
1.103111264786477e+18,https://t.co/PZlrmkeUhi,Cherish Life media release: Labor’s extreme abortion policy will cost them seats at the federal election. Pro-life lobby campaigning against pro-abortion Labor MPs &amp; candidates. PUT LABOR LAST #qldpol #auspol https://t.co/PZlrmkeUhi,oppose,no,train,0
1.1015597577296568e+18,https://t.co/f2ckgdGBFK,"The GOP's extremist rhetoric and outright lies about abortion have REAL consequences. Since Trump's election in 2016:

- Death threats against abortion providers have DOUBLED
- Clinic obstruction has TRIPLED

Inciting violence isn't ""pro-life."" 

#HowDareYou! https://t.co/f2ckgdGBFK",support,yes,train,1
1.1496648969398067e+18,https://t.co/r1Z47209a9,“The root cause of abortion is the failure to be satisfied in God as our supreme love.“ @JohnPiper  #prolife #gospelforlife https://t.co/r1Z47209a9,oppose,no,train,0
1.1031658181358674e+18,https://t.co/ZfGUP4rB03,"We provide safe #abortion care to stop women dying, because unsafe abortion is one of the top 5 causes of #maternal death worldwide. Find out more in our special #IWD feature: 
https://t.co/ZfGUP4rB03 #IWD2019 https://t.co/uMlrUxoyqg",support,yes,train,1
1.1467884732418171e+18,https://t.co/NVBGQOBWs1,"There is a genuine solution to the abortion conflict, and one secure from challenge under Roe v. Wade. See it at https://t.co/NVBGQOBWs1, and share it around. https://t.co/ChxHrsJXGV",oppose,no,train,0
1.1439578087584481e+18,https://t.co/tK345NA52C,"How can you call yourself ""Pro-Life"" when you condone the separation and internment of INNOCENT MIGRANT CHILDREN IN CAGES? The conditions are INHUMANE.  SHAME ON YOU @realDonaldTrump @GOP #ChildrenInCages. https://t.co/tK345NA52C",oppose,no,train,0
1.1485009436941271e+18,https://t.co/JbVSMifTfF,"""WIN?"" This is not a game! 
Abortion destroys lives.
This is about the devolved laws of #northernIreland which protect the life of both mother &amp; child as equals. 
Please respect our #prolife laws &amp; the wishes of the majority of our citizens #TheNorthProtects https://t.co/JbVSMifTfF https://t.co/NOJLsEkmef",oppose,yes,train,0
1.1464188429540311e+18,https://t.co/gLgtJDoYLz,"The power of the gospel is the hope that we have to transform lives and end abortion. Pray today that he would “remove the scales” from the eyes of abortion-minded individuals and abortion workers, just as he did for the Apostle Paul. #prolife #gospelforlife https://t.co/gLgtJDoYLz",oppose,no,train,0
1.1458634334867743e+18,https://t.co/kLfsl7Ji1K,"#ProLife advocates are losing their rights. The #abortion industry is not only taking lives, it’s also making it illegal to provide sidewalk counseling. A new case is headed to the #SupremeCourt to overturn these laws. Sign to stop the abortion distortion. https://t.co/kLfsl7Ji1K https://t.co/ksb9yfncuz",oppose,no,train,0
1.1413978945887478e+18,https://t.co/CQ7xm88giF,"The pro-life movement's response to the abortion holocaust has been woefully inadequate. Learn about the five tenets and two modes of abolitionism at the links below. These are the principles the anti-abortion movement needs. 

https://t.co/CQ7xm88giF

https://t.co/3CPH0LTtK0 https://t.co/AEi5UoTDiM",oppose,yes,train,0
1.1033780029251707e+18,https://t.co/0sDEJZWsr4,‘Abortion Is a Dying Cause; People Are Becoming More and More Pro-Life’ https://t.co/0sDEJZWsr4 via @cnsnews https://t.co/kXjJack8M7,oppose,yes,train,0
1.1392310355757548e+18,https://t.co/3IQjgRRtDI,"""‘Dark day’: Illinois governor signs abortion bill far worse than New York’s""

 @GovPritzker - you've put to death countless #unborn #children and enabled the continued manipulation of women. We pray that, despite #prochoice efforts, lives would be spared. https://t.co/3IQjgRRtDI https://t.co/8TMN9TPcCe",oppose,yes,train,0
1.1443876237394289e+18,https://t.co/7W2JgKr5Rd,Reproductive justice becomes injustice when the human in the womb becomes a murder victim. #prolife #reproductivejustice https://t.co/7W2JgKr5Rd,oppose,no,train,0
1.1391578825854075e+18,https://t.co/jYNWqLeLqJ,This is the same guy that banned abortion and claims to be “pro-life”. You realize they’re all pro life until they grow up to be part of the lgbtq community. The hypocrisy is disgusting :/ https://t.co/jYNWqLeLqJ,oppose,no,train,0
1.143605046300631e+18,https://t.co/iy1jFoiMRA,"THE REPUBLICANS DO NOT CARE ABOUT BEING PRO-LIFE. 
IT'S ABOUT PRO-CONTROL. 
CONTROL OVER WOMEN. 
THEY COULD GIVE A RATS ASS ABOUT CHILDREN.
WHETHER IT'S THE SIZE OF A PEA OR LOCKED IN A CAGE! 

#FUCKTheGOP #VoteThemAllOut #WakeUpAmerica!!! https://t.co/iy1jFoiMRA",support,no,train,1
1.1072989376633405e+18,https://t.co/RhyWkFtu9d,"Infanticide is allowing a fetus, which survives an abortion attempt, to die on the examination table. Democrats are pushing to pass laws to allow this in many states, but want the voting age dropped to 16. Infanticide reduces your amount of young voters, Democrats. https://t.co/RhyWkFtu9d",oppose,yes,train,0
1.1090236056676516e+18,https://t.co/8qVHOMVll3,"""Pro-life"" is not pro-life. It's pro-forced birth, and it's nothing other than one more weapon in the class warfare that ensures that there will continue to be a poor working class to clean up the shit; a class kept poor and uneducated enough to be gulle… https://t.co/8qVHOMVll3 https://t.co/cPp30XbdTv",support,no,train,1
1.1496348410019062e+18,https://t.co/1TpyulrM4C,You're on the moon in only your birthday suit. Does your viability there affect your status as a human person? Abortion is non-environmentally-friendly. #abortion #reproductiverights #prochoice #prolife https://t.co/1TpyulrM4C https://t.co/5DPBAE7jNl,oppose,no,train,0
1.1465785230515323e+18,https://t.co/qaOxvjwrtZ,"After outcry, Alabama DA decides not to prosecute woman for endangering fetus: More than 35 U.S. states have laws classifying a fetus as a victim in a homicide or an assault. Those laws can result in criminal charges against pregnant women, as… https://t.co/qaOxvjwrtZ https://t.co/OEFmfXdzJO",support,no,train,1
1.352841030362669e+18,https://t.co/pznsHVPJRZ,"#tlot Hashtag News: @AbolitionAHA: 'Abortion is never safe. It always results in someone dying. #abolishhumanabortion #prolife #represent #tcot #tlot ' https://t.co/mvO2TtSEJH, see more https://t.co/pznsHVPJRZ",oppose,no,train,0
1.1515360672434012e+18,https://t.co/s904Hx1JKP,Abortion bans will raise the rates of suicides. In countries all around the world it has been shown that women have killed them selves when they are restricted from abortions. Prolifers don’t care about this and will happily watch that number rise #ProLife #ProChoice https://t.co/s904Hx1JKP,support,yes,train,1
1.1505669481928827e+18,https://t.co/4LC1KxwfoU,"Abortion, Euthanasia and Assisted Suicide are a terrible rejection of God's gift of life and love. 

#ProLife #PrayForLife https://t.co/4LC1KxwfoU",oppose,no,train,0
1.133482216770687e+18,https://t.co/qkkuHuT2Xd,Which will only cause more harm to both the woman &amp;the precious fetus you want to save but wont take care of. thank you for proving once again u r pro/forced birthers &amp; hate women.#mybodymychoice #abortion #prochoice #prolife #hypocrites #childfree #abortionlaw #AbortionBan https://t.co/qkkuHuT2Xd,support,yes,train,1
1.103166570694611e+18,https://t.co/lpcSSDRfq5,"“It is women of color and young women, immigrant women and low-income women who face the greatest risk if we allow the clock to be turned back by an extremist Supreme Court and the critical right to seek safe, legal abortion care is denied.” @JordanHevenor #repro4RI https://t.co/lpcSSDRfq5",support,no,train,1
1.1334479181181624e+18,https://t.co/Zw5oSYJzaq,"I Had An Illegal Abortion Before Roe v. Wade. Bans Will Only Make The Procedure Unsafe.
https://t.co/Zw5oSYJzaq https://t.co/XBEYhmtfEq",support,no,train,1
1.1334700293478441e+18,https://t.co/bTh4HOzb0F,"Missouri doctors on abortion law: Heartbeat bill term is 'medically inaccurate': Following the passage of a Missouri bill that bans abortions after eight weeks of pregnancy, the state’s last abortion clinic is expected to close. NBC News’ Dr. John Torres… https://t.co/bTh4HOzb0F https://t.co/ryIjY5F4vI",oppose,no,train,0
1.133832398431445e+18,https://t.co/BlVtp6yaCp,The Hidden Consequences of the New Abortion Laws https://t.co/BlVtp6yaCp https://t.co/dWNVQ3WwoG,support,yes,train,1
1.018237459270914e+18,https://t.co/hJOZn1u6Zz,"Tombstone found outside of a church in Mesilla, NM. The disgusting act of abortion has taken the lives of many innocent babies. Reverse Roe vs Wade and protect the lives of the innocent #ProLife #MAGA https://t.co/hJOZn1u6Zz",oppose,no,train,0
1.1457358662975406e+18,https://t.co/uF4kldb1R6,"Fri 28 I rec'd this from Twitter.
They suspended me for a Pro-Life post,
shown below,
&amp; for the ""reason"" shown below.

""Gratuitous gore""? Really!
""Severe injuries""? 
T O R T U R E? 

YES RIPPING A BABY APART,

LITERALLY,

IS VERY MUCH SEVERE INJURIES
AND MOST DEF TORTURE! https://t.co/uF4kldb1R6",oppose,no,train,0
1.1528143830824305e+18,https://t.co/2EH1rUA8YQ,"Youth for Northern Ireland

""Out now in Belfast city centre! Northern Ireland’s pro-life laws protect the two lives in every pregnancy — mothers and babies always deserve equal protection. #OurLawsMatter because #EveryLifeMatters 💙 "" https://t.co/2EH1rUA8YQ",oppose,no,train,0
1.1475127511930348e+18,https://t.co/Lrt11rWMqE,#RallyForLife #ProLife The one and only Niamh Uí Bhriain. May 25 2018.The most shameful day in Irish history. The horror stories are coming out. HSE advocating flushing babies down the toilet. Abortion is irreversible. 2 women have died since Harris/Varadkar told us it'd be safe https://t.co/Lrt11rWMqE,oppose,no,train,0
1.135146633195393e+18,https://t.co/b4hTMrfyd8,"On Jan. 22, 1973, the Supreme Court ruled in Roe v. Wade that a woman’s choice to have an abortion was a fundamental right under the US Constitution. 
In the 46 years since then, a woman’s right to safe, legal abortion has been threatened again and again… https://t.co/b4hTMrfyd8 https://t.co/1wBnwAXvZ4",support,no,train,1
1.1511245357496156e+18,https://t.co/6OgwWNxnbM,"#ProLife pregnancy help ministries play a vital role in the Abortion Pill Rescue Network. 

By providing continuous care and support to women throughout their pregnancies and after birth, they serve and empower women each and every day. https://t.co/6OgwWNxnbM",oppose,yes,train,0
1.2167804515888374e+18,https://t.co/CanhGa2yrE,Saw a conservative on here complaining about these proposed FL bills that “take away their medical and religious freedom” 🙄. Same people who want a fetus to have more rights than a full grown woman also believe that 12-18 yo shouldn’t get privacy with a doctor. Hypocrite much? https://t.co/CanhGa2yrE,support,yes,train,1
1.186365259382186e+18,https://t.co/SkrfvUs2hG,"Abortion Decrim in NI is a HUGE win for human rights. Here's what you need to know about this historic moment.

https://t.co/SkrfvUs2hG

#TheNorthIsNow
#thenorthistoday
#ProChoice #AbortionRights https://t.co/5va3FvEt46",support,no,train,1
1.0707266049076756e+18,https://t.co/4qtWDQMbcR,"Before: mostly pro-life 8/10. After 100% pro-life. “Abortion doesn’t solve problems, it creates them. Abortion is not okay at all.” https://t.co/4qtWDQMbcR",oppose,no,train,0
1.0936607250950758e+18,https://t.co/B3vYXDxtHY,"N.Y. Governor Andrew Cuomo's new abortion law goes beyond Roe v. Wade by allowing babies born alive as a result of a botched abortion to die without medical intervention. It also allows persons who never went to medical school to perform abortions.
https://t.co/B3vYXDxtHY https://t.co/1sDznl8EPZ",oppose,no,train,0
1.2943027633382195e+18,https://t.co/SyLrHmUFvE,"As we prepare for #Rehumanize2020 on August 29, we want to highlight the sponsors who've made this conference possible. 

Today's spotlight: @SecularProLife! SPL aims to end elective abortion and build a secular pro-life community. https://t.co/SyLrHmUFvE",oppose,no,train,0
1.2247746710711542e+18,https://t.co/yAJAsEZyyt,"Every day in abortion clinics in the U.S. thousands of children lose their lives. Why is this not breaking news every single day?

#ReachRescueRestore; #HumanCoalition; #Savethebabyhumans; #Preborn; #Rescuethepreborn; #Endabortion; #Abortion; #Valuelife; #Prolife; #Scripture; https://t.co/yAJAsEZyyt",oppose,no,train,0
